id,name,type,website,description,location_city,location_country,location_greater_stockholm,logo_url,owner,maturity,accepts_interns,is_swedish,source,metadata_source_url,data_quality_score,last_updated,has_scb_enrichment,organization_number,scb_company_name,co_address,post_address,post_code,post_city,municipality_code,municipality,county_code,county,num_workplaces,employee_size_code,employee_size,company_status_code,company_status,legal_form_code,legal_form,start_date,registration_date,industry_1_code,industry_1,industry_2_code,industry_2,revenue_year,revenue_size_code,revenue_size,phone,email,employer_status_code,employer_status,vat_status_code,vat_status,export_import,sectors,domains,ai_capabilities,dimensions
1138,Codon,supplier,https://codon.se/,"Codon focuses on delivering machine learning and data science solutions to real business problems. Some of the applications we are working on currently are plant yield forecasting, individualized cancer therapy, transformer-based search and social media auto-moderation, but the list is ever-changing!",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/342/Codon-Consulting_logo.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Retail, Financial, Healthcare & Life Sciences, Information Technology, Municipality, Food & Farming, Telecommunications, Manufacturing","Research & Development, IT & Software, Operations",,"Usecases & Inspiration, Competence & Expertise, Culture & Mindset, Technology, Vision & Strategy, Data"
1142,Unbiased,startup,https://unbiased.cc/,"Unbiased är en prisbelönt svensk tech-startup som bekämpar etiska utmaningar inom AI och BigData med hjälp av blockchain-teknologi. Deras Data Marketplace-plattform är en B2B-lösning som tillhandahåller integritetsskyddade och decentraliserade AI-utvecklingsverktyg för företag. Unbiased erbjuder också transparent datainsamling, annotering och analys med blockchain-certifikat för att bidra till innovation och ett bättre samhälle.",GÖTEBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/478/Unbiased---Horizantal.jpg,,,,1,my.ai.se,,50,2025-11-12 08:59:46,1,5591758023,Unbiased AB,SUKESH KUMAR TEDLA,FRIDA HJERTBERGS GATA 12  A2-1101,412 81,GÖTEBORG,1480,Göteborg,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2018-11-13,2018-10-23,63110,"Databehandling, hosting o.d.",62020,Datakonsultverksamhet,2024,1,1 - 499 tkr,,sukeshtedla@unbaised.cc,0,Har aldrig varit registrerad som arbetsgivare,1,Är registrerad för moms,N,"Retail, Automotive, Information Technology, Manufacturing",,,"Usecases & Inspiration, Technology, Vision & Strategy, Data"
1143,Knowing Company,startup,https://knowingcompany.com,"We make a Basic Human, a conversational AI based on evolution of human mind.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/484/Knowing-Company-Logo.png,,,,1,my.ai.se,,60,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT & Software,,Technology
1144,Göteborgs Stad,publicsector,https://goteborg.se,"Omgivet av klippor, skogar, sjöar och havet i väster ligger Göteborg, Sveriges näst största stad med nära 560 000 invånare. Här finns det mesta du kan förvänta dig av en storstad – men med nära avstånd till allt. I Göteborgs Stad arbetar drygt 50,000 medarbetare inom stadsdelar, fackförvaltningar och kommunala bolag. Vårt gemensamma uppdrag är att skapa en bra vardag för boende, besökare och näringsliv och utveckla Göteborg till en hållbar stad, som är öppen för världen. Just nu händer det mycket i Göteborg! Staden växer kraftigt och förbereder sig för att kunna göra plats för ytterligare 150 000 fler göteborgare år 2035. En sådan förändring kräver att vi tänker hållbart. Vi strävar mot ett jämlikt Göteborg, där alla kan leva ett gott liv.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/574/gbg.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipality,,,
1145,Västra Götalandsregionen,publicsector,https://vgregion.se,"Västra Götalandsregionen ansvarar för hälso- och sjukvård, kultur, kollektivtrafik och regional utveckling i Västra Götaland. Västra Götalandsregionen arbetar för att du som bor i Västra Götaland har tillgång till god hälso- och sjukvård. Det gör vi bland annat genom sjukhus, vårdcentraler och Folktandvården. Vi ansvarar för att det finns kollektivtrafik i hela Västra Götaland och äger Västtrafik som ser till att du kan resa både med tåg, buss, spårvagn och båt. Du ska kunna ta del av musik, teater, dans, film, konst, historia och annan kulturoavsett var du bor. Därför stöttar Västra Götalandsregionen kulturlivet i Västra Götaland. Vi driver även egna kulturverksamheter som Göteborgsoperan, Göteborgs symfoniker, Regionteater Väst och flera museer. Västra Götalandsregionen ska också utveckla området Västra Götaland genom att bidra till att det finns utbildning, jobb och en bra fritid. Genom vårt miljö- och klimatarbete tar vi ansvar för att skapa en bättre miljö och bättre hälsa – för oss och kommande generationer.",VÄNERSBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/578/VG_rgb.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,0,,,REGIONENS HUS,,46280,VÄNERSBORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Healthcare & Life Sciences, Education, Region",,,
1146,Conversy,startup,https://www.conversy.se/,Conversy is a technology and innovation consultancy enabling real value for our customers through speech technologies and voice biometrics. We provide cutting edge and custom solutions to a great variety of challenges by using our deep in-house knowledge as well as through tapping into our network of partners.,STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/616/Conversy-logo-black.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,1,5592774490,Conversy AB,,REGERINGSGATAN 88,111 39,STOCKHOLM,0180,Stockholm,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2021-02-08,2020-10-26,58290,Utgivning av annan programvara,62020,Datakonsultverksamhet,2024,3,1 000 - 4 999 tkr,,johan.classon@tendency.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,"Retail, Financial, Healthcare & Life Sciences, Media","Accounting & Finance, Research & Development, Legal & Compliance, Customer Service & Support, Marketing & Communications",,"Ecosystem & Partners, Competence & Expertise, Culture & Mindset, Technology, Data"
1147,Accenture,supplier,https://www.accenture.com/se-en,"Accenture är ett globalt konsultbolag som hjälper organisationer med digital transformation och AI-driven affärsutveckling. Med fokus på kontinuerlig reinvention kombinerar Accenture teknologi, talang och processer för att skapa hållbar tillväxt och 360° värde för kunder, medarbetare och samhälle. Företaget arbetar i framkant med generativ AI, cloud-lösningar och cybersäkerhet för att forma framtidens arbetssätt.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/648/Accenture.png,,,,1,my.ai.se,,45,2025-11-12 08:59:46,1,5566080668,ACCENTURE AB,,BOX 12502,102 29,STOCKHOLM,0180,Stockholm,,,8,10,1000-1499 anställda,1,Är verksam,49,Övriga aktiebolag,2001-04-28,2001-03-16,70220,Konsultverksamhet avseende företags organisation,62020,Datakonsultverksamhet,2024,11,5 000 000 - 9 999 999 tkr,084513000,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,,,,
1149,Vinnova,publicsector,https://www.vinnova.se,"Vinnova är Sveriges innovationsmyndighet som öppnar upp för innovation som ger hållbara lösningar och stärker svensk konkurrenskraft. Genom finansiering, samverkansarenor och internationella samarbeten stöttar Vinnova innovation inom områden som digitalisering, hälsa, mobilitet, säkerhet och hållbarhet. Vinnova arbetar med systeminnovation och missionsorienterade metoder för att möta samhällets stora utmaningar tillsammans med näringsliv, akademi och offentlig sektor.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1274/Vinnova.png,,,,1,my.ai.se,,50,2025-11-12 08:59:46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority & Agency,,,
1150,Essity AB,corporation,https://www.essity.com/,"Essity is a leading global hygiene and health company. We are dedicated to improving well-being through our products and services. Sales are conducted in approximately 150 countries under the leading global brands TENA and Tork, and other strong brands, such as JOBST, Leukoplast, Libero, Libresse, Lotus, Nosotras, Saba, Tempo, Vinda and Zewa. Essity has about 46,000 employees. Net sales in 2020 amounted to approximately SEK 122bn (EUR 11.6bn). The company’s headquarters is located in Stockholm, Sweden, and Essity is listed on Nasdaq Stockholm. Essity breaks barriers to well-being and contributes to a healthy, sustainable and circular society.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/638/e304916c-e1fa-4b88-aadd-064b8feb08f3.jfif,,,,1,my.ai.se,,75,2025-10-15 16:50:01,1,5568931801,Cessity AB,,REGERINGSGATAN 70 F,111 39,STOCKHOLM,0180,Stockholm,,,1,2,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2012-09-19,2012-05-22,62020,Datakonsultverksamhet,70220,Konsultverksamhet avseende företags organisation,2024,3,1 000 - 4 999 tkr,,peter.caap@cessity.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,,,,
1152,Rek.ai,startup,https://rek.ai,"Rek.ai är en lättanvänd saas-tjänst som kan installeras med hjälp av javascript på webbplatser, intranät och i appar. Tex som här på my.ai, där rek.ai visar personaliserade rekommendationer i högerspalten. I grundutförandet baseras rekommendationerna från tjänsten på anonym besöksdata, men har en rad anpassningsbara faktorer. E-com och tech-företag har förbättrat användarupplevelsen med hjälp av automatiserade rekommendationer under lång tid. Nu ser vi en tydlig trend, där alla typer av webbplatser går mot att serva användarna med relevant innehåll. Vi har skapat en rekommendationsmotor, baserad på deep learning teknik, som går att använda för att föreslå relevanta länkar, nyheter, sökord och navigering. Rek.ai har över 100 aktiva AI-projekt som automatiskt tränas och installeras varje dygn.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4890/logo-rekai-blue-white-bg@2x.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Retail, Municipality, Authority & Agency, Education, Media, Region","Customer Service & Support, Marketing & Communications, Operations, Human Resources, Sales",,"Usecases & Inspiration, Execution, Organization, Technology, Vision & Strategy, Data"
1154,Thermaiscan Technology AB,startup,https://www.thermaiscan.com,"Thermaiscan is a health tech startup focusing on predictive medicine with the use of AI, thermal technology and smartphones. We innovate for a healthier tomorrow and our main passion is to solve the problem of late detection of breast cancer and save lives. When our breast cancer pre-screening tool that detects in early stage is live on the market we will focus on other services & health problems.",LIDINGÖ,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/676/Symbol_L.jpg,,,,1,my.ai.se,,75,2025-10-15 16:50:01,1,5592502412,Thermaiscan Technology AB,ARMEN AGHINYAN,OPTIKVÄGEN 8 A,181 55,LIDINGÖ,0180,Stockholm,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2020-06-15,2020-04-06,62010,Dataprogrammering,,,2024,1,1 - 499 tkr,,armen@thermaiscan.com,0,Har aldrig varit registrerad som arbetsgivare,1,Är registrerad för moms,N,Healthcare & Life Sciences,Research & Development,,Technology
1157,Skyqraft,startup,https://www.skyqraft.com/,"Skyqraft is on a mission to revolutionize the infrastructure inspection market. We are a team of experts, with extensive and in depth expertise within power line inspections, machine learning and computer vision, drone operations, customer service and business management. We believe that this diversity in experience is a major factor contributing to our success, making us a knowledgeable, trustworthy partner. Founded in Sweden. Skyqraft is an innovative technology company helping utilities make better decisions about their grids. Leveraging artificial intelligence, aerial grid images are converted into powerful and usable management information. By analyzing and visually displaying grid insights, Skyqraft enables you to make smarter, more sustainable and cost-efficient daecisions about your grid maintenance. Our progress Today, Skyqraft is a trusted partner of some of the most forward looking and influential utility companies in Europe and North America, providing them with data and insights needed to plan and maintain tomorrow’s linear infrastructure . Skyqraft offers low upfront costs and limited technical barriers to get started with our software and services. Predict and avoid equipment breakdowns When your grid and equipment is constantly running - affected by harsh weather, growing vegetation and aging materials - they will inevitably break down. Skyqraft’s software gives you an accurate inventory and ensures when those unplanned breakdowns happen, you have powerful visuals and metrics of the grid, making maintenance planning more efficient. Keep maintenance costs to a minimum Skyqraft analytics provides you with full visual understanding of your grid, allowing you to make the most cost-effective decisions for your maintenance organization. Access a visual data hub for your grid Skyqraft allows all relevant functions of your organization to access the visual data, improving communication between grid owners, vegetation management, line workers and maintenance staff. Skyqraft’s software allows you to instantly pull data, add comments and see comment history, share visual data internally, generate reports and more.In addition, Skyqraft supports seamless integration to all major AMS systems Enable a safer and more sustainable environment Co2 emissions saved, costs lowered and a safer work environment achieved as fewer site visits are needed. Planning of maintenance work can be done through Skyqraft’s software from your office desk.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4821/1648536062142.jpg,,,,1,my.ai.se,,85,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Automotive, Information Technology, Telecommunications, Transportation & Logistics","Sustainability / Ethics / CSR, Purchasing & Procurement, Operations",,"Usecases & Inspiration, Technology, Data"
1158,Santa Marta AB,startup,https://www.santamarta.se,"Effective Automation for Real Business Santa Marta AB is a Swedish company born in 2020, so we are very young… but our team has been working in the IT world for many years, helping companies from different sectors to digitize and automate their processes. Our key product is Laura, a multifunctional cloud system for process automation.",EKERÖ,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/792/Logo_long_blue[2305843009367697954].png.png.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,1,5592501232,Santa Marta AB,,KASTARGRÄND 13,178 36,EKERÖ,0180,Stockholm,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2020-04-14,2020-03-30,62020,Datakonsultverksamhet,,,2024,2,500 - 999 tkr,,eduardo.valdelomar@outlook.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,"Retail, Financial, Automotive, Healthcare & Life Sciences, Information Technology, Municipality, Food & Farming, Authority & Agency, Space, Telecommunications, Manufacturing, Transportation & Logistics, Education, Media, Region","Accounting & Finance, Research & Development, Sustainability / Ethics / CSR, Purchasing & Procurement, IT & Software, Legal & Compliance, Customer Service & Support, Marketing & Communications, Operations, Human Resources, Production, Sales",,"Execution, Competence & Expertise, Organization, Technology"
1159,Smartergy,startup,https://smartergy.se/,"BENEFITS FOR THE WORLD We are not an ordinary company. When we started we didn’t just set up goals for the business, we aimed to make this a sustainable and meaningful business giving benefits to the world, us included. We aimed high and after a while realized that our vision attracts what our business likes best; driven people with high standards when it comes to values. People that not settles with just doing a job and then go home. Instead they want to contribute to the world and others for real. Myself I found that just being a good engineer and manager in the board of a consultant company wasn’t enough. I wanted to see, feel and measure directly how my efforts led to lesser CO2 consumption. This led me to investing time in cleantech products, taking initiative in their development and marketing. Today I run Mutual Benefits and SMARTERGY as a CEO and am involved in several products and projects within cleantech and AI, – because I love it. I have the inner drive to change and the values making me want to create benefits for the world for real.",VÄSTRA FRÖLUNDA,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/860/Smartergy_Huvudlogga-(BlåVit)_Ted.png.png-display.jpg.jpg.jpg,,,,1,my.ai.se,,85,2025-10-15 16:50:01,1,5567347322,Smartergy AB,,TURMALINGATAN 1 A,421 60,VÄSTRA FRÖLUNDA,1480,Göteborg,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2014-02-11,2007-08-04,70220,Konsultverksamhet avseende företags organisation,,,2024,1,1 - 499 tkr,,karin.jarhall@mutualbenefits.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Transportation & Logistics,Sustainability / Ethics / CSR,,Technology
1160,DIGG - Agency for Digital Government,publicsector,https://www.digg.se/,"Our mission is to digitalise Sweden In order to achieve a sustainable welfare society, the digitalisation of Sweden needs to be intensified. That is the purpose of DIGG. Together with the entire public administration, we strive to make the transition happen – and benefit all.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/865/digg-logga.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority & Agency,"Research & Development, IT & Software, Legal & Compliance",,"Usecases & Inspiration, Ecosystem & Partners, Execution, Competence & Expertise, Culture & Mindset, Organization, Technology, Vision & Strategy, Data"
1161,Volvo Cars,corporation,https://www.volvocars.com/,"From the very outset Volvo Cars has been a brand for people who care about the world we live in and the people around us. We have made it our mission to make life easier, better and safer for everyone.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/886/286708_Volvo_Iron_Mark.jpg,,,,1,my.ai.se,,75,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automotive,"Research & Development, IT & Software, Legal & Compliance, Customer Service & Support, Marketing & Communications, Operations, Production",,"Usecases & Inspiration, Technology, Data"
