id,name,type,website,description,location_city,location_country,location_greater_stockholm,logo_url,owner,maturity,accepts_interns,is_swedish,source,metadata_source_url,data_quality_score,last_updated,organization_number,scb_company_name,co_address,post_address,post_code,post_city,municipality_code,municipality,county_code,county,num_workplaces,employee_size_code,employee_size,company_status_code,company_status,legal_form_code,legal_form,start_date,registration_date,industry_1_code,industry_1,industry_2_code,industry_2,revenue_year,revenue_size_code,revenue_size,phone,email,employer_status_code,employer_status,vat_status_code,vat_status,export_import,sectors,domains,ai_capabilities,dimensions
1145,Västra Götalandsregionen,publicsector,https://vgregion.se,"Västra Götalandsregionen ansvarar för hälso- och sjukvård, kultur, kollektivtrafik och regional utveckling i Västra Götaland. Västra Götalandsregionen arbetar för att du som bor i Västra Götaland har tillgång till god hälso- och sjukvård. Det gör vi bland annat genom sjukhus, vårdcentraler och Folktandvården. Vi ansvarar för att det finns kollektivtrafik i hela Västra Götaland och äger Västtrafik som ser till att du kan resa både med tåg, buss, spårvagn och båt. Du ska kunna ta del av musik, teater, dans, film, konst, historia och annan kulturoavsett var du bor. Därför stöttar Västra Götalandsregionen kulturlivet i Västra Götaland. Vi driver även egna kulturverksamheter som Göteborgsoperan, Göteborgs symfoniker, Regionteater Väst och flera museer. Västra Götalandsregionen ska också utveckla området Västra Götaland genom att bidra till att det finns utbildning, jobb och en bra fritid. Genom vårt miljö- och klimatarbete tar vi ansvar för att skapa en bättre miljö och bättre hälsa – för oss och kommande generationer.",VÄNERSBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/578/VG_rgb.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,,,REGIONENS HUS,,46280,VÄNERSBORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Healthcare & Life Sciences, Education, Region",,,
1146,Conversy,startup,https://www.conversy.se/,Conversy is a technology and innovation consultancy enabling real value for our customers through speech technologies and voice biometrics. We provide cutting edge and custom solutions to a great variety of challenges by using our deep in-house knowledge as well as through tapping into our network of partners.,STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/616/Conversy-logo-black.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,5592774490,Conversy AB,,REGERINGSGATAN 88,111 39,STOCKHOLM,0180,Stockholm,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2021-02-08,2020-10-26,58290,Utgivning av annan programvara,62020,Datakonsultverksamhet,2024,3,1 000 - 4 999 tkr,,johan.classon@tendency.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,"Retail, Financial, Healthcare & Life Sciences, Media","Accounting & Finance, Research & Development, Legal & Compliance, Customer Service & Support, Marketing & Communications",,"Ecosystem & Partners, Competence & Expertise, Culture & Mindset, Technology, Data"
1147,Accenture,supplier,https://www.accenture.com/se-en,"Accenture är ett globalt konsultbolag som hjälper organisationer med digital transformation och AI-driven affärsutveckling. Med fokus på kontinuerlig reinvention kombinerar Accenture teknologi, talang och processer för att skapa hållbar tillväxt och 360° värde för kunder, medarbetare och samhälle. Företaget arbetar i framkant med generativ AI, cloud-lösningar och cybersäkerhet för att forma framtidens arbetssätt.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/648/Accenture.png,,,,1,my.ai.se,,45,2025-11-12 08:59:46,5566080668,ACCENTURE AB,,BOX 12502,102 29,STOCKHOLM,0180,Stockholm,,,8,10,1000-1499 anställda,1,Är verksam,49,Övriga aktiebolag,2001-04-28,2001-03-16,70220,Konsultverksamhet avseende företags organisation,62020,Datakonsultverksamhet,2024,11,5 000 000 - 9 999 999 tkr,084513000,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,,,,
1150,Essity AB,corporation,https://www.essity.com/,"Essity is a leading global hygiene and health company. We are dedicated to improving well-being through our products and services. Sales are conducted in approximately 150 countries under the leading global brands TENA and Tork, and other strong brands, such as JOBST, Leukoplast, Libero, Libresse, Lotus, Nosotras, Saba, Tempo, Vinda and Zewa. Essity has about 46,000 employees. Net sales in 2020 amounted to approximately SEK 122bn (EUR 11.6bn). The company’s headquarters is located in Stockholm, Sweden, and Essity is listed on Nasdaq Stockholm. Essity breaks barriers to well-being and contributes to a healthy, sustainable and circular society.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/638/e304916c-e1fa-4b88-aadd-064b8feb08f3.jfif,,,,1,my.ai.se,,75,2025-10-15 16:50:01,5568931801,Cessity AB,,REGERINGSGATAN 70 F,111 39,STOCKHOLM,0180,Stockholm,,,1,2,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2012-09-19,2012-05-22,62020,Datakonsultverksamhet,70220,Konsultverksamhet avseende företags organisation,2024,3,1 000 - 4 999 tkr,,peter.caap@cessity.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,,,,
1154,Thermaiscan Technology AB,startup,https://www.thermaiscan.com,"Thermaiscan is a health tech startup focusing on predictive medicine with the use of AI, thermal technology and smartphones. We innovate for a healthier tomorrow and our main passion is to solve the problem of late detection of breast cancer and save lives. When our breast cancer pre-screening tool that detects in early stage is live on the market we will focus on other services & health problems.",LIDINGÖ,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/676/Symbol_L.jpg,,,,1,my.ai.se,,75,2025-10-15 16:50:01,5592502412,Thermaiscan Technology AB,ARMEN AGHINYAN,OPTIKVÄGEN 8 A,181 55,LIDINGÖ,0180,Stockholm,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2020-06-15,2020-04-06,62010,Dataprogrammering,,,2024,1,1 - 499 tkr,,armen@thermaiscan.com,0,Har aldrig varit registrerad som arbetsgivare,1,Är registrerad för moms,N,Healthcare & Life Sciences,Research & Development,,Technology
1158,Santa Marta AB,startup,https://www.santamarta.se,"Effective Automation for Real Business Santa Marta AB is a Swedish company born in 2020, so we are very young… but our team has been working in the IT world for many years, helping companies from different sectors to digitize and automate their processes. Our key product is Laura, a multifunctional cloud system for process automation.",EKERÖ,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/792/Logo_long_blue[2305843009367697954].png.png.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,5592501232,Santa Marta AB,,KASTARGRÄND 13,178 36,EKERÖ,0180,Stockholm,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2020-04-14,2020-03-30,62020,Datakonsultverksamhet,,,2024,2,500 - 999 tkr,,eduardo.valdelomar@outlook.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,"Retail, Financial, Automotive, Healthcare & Life Sciences, Information Technology, Municipality, Food & Farming, Authority & Agency, Space, Telecommunications, Manufacturing, Transportation & Logistics, Education, Media, Region","Accounting & Finance, Research & Development, Sustainability / Ethics / CSR, Purchasing & Procurement, IT & Software, Legal & Compliance, Customer Service & Support, Marketing & Communications, Operations, Human Resources, Production, Sales",,"Execution, Competence & Expertise, Organization, Technology"
1159,Smartergy,startup,https://smartergy.se/,"BENEFITS FOR THE WORLD We are not an ordinary company. When we started we didn’t just set up goals for the business, we aimed to make this a sustainable and meaningful business giving benefits to the world, us included. We aimed high and after a while realized that our vision attracts what our business likes best; driven people with high standards when it comes to values. People that not settles with just doing a job and then go home. Instead they want to contribute to the world and others for real. Myself I found that just being a good engineer and manager in the board of a consultant company wasn’t enough. I wanted to see, feel and measure directly how my efforts led to lesser CO2 consumption. This led me to investing time in cleantech products, taking initiative in their development and marketing. Today I run Mutual Benefits and SMARTERGY as a CEO and am involved in several products and projects within cleantech and AI, – because I love it. I have the inner drive to change and the values making me want to create benefits for the world for real.",VÄSTRA FRÖLUNDA,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/860/Smartergy_Huvudlogga-(BlåVit)_Ted.png.png-display.jpg.jpg.jpg,,,,1,my.ai.se,,85,2025-10-15 16:50:01,5567347322,Smartergy AB,,TURMALINGATAN 1 A,421 60,VÄSTRA FRÖLUNDA,1480,Göteborg,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2014-02-11,2007-08-04,70220,Konsultverksamhet avseende företags organisation,,,2024,1,1 - 499 tkr,,karin.jarhall@mutualbenefits.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Transportation & Logistics,Sustainability / Ethics / CSR,,Technology
1164,Örebro University,academia,https://www.oru.se/english/,"Our vision is to be a university that leads towards a knowledge-driven society. Örebro University currently ranks among the top 500 universities in the world according to Times Higher Education 2022. For a few years now, we have also been included on the Shanghai ranking (ARWU) and most recently on the Leiden ranking. Close ties between teaching and learning, research and collaboration, are the mutual starting points for all activities. We offer many attractive professional degree programmes in, among others, medicine, psychology, law and engineering. The university has strong research within medicine, psychology, environmental science and computer science.",ÖREBRO,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/997/Logo_txt_runt_farg_ENG.jpg,,,,1,my.ai.se,,80,2025-10-15 16:50:01,,,,,70182,ÖREBRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Research & Development,,Competence & Expertise
1165,Stockfiller,startup,http://en.stockfiller.com/,"Stockfiller for Suppliers With Stockfiller you can make your daily business more efficient, increase your sales and at the same time improve your margins. Stockfiller is used by 500+ suppliers throughout the world and is suitable for all sizes and categories of suppliers. Get in touch now to hear more about how Stockfiller can change your business.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1043/Copy-of-NewLogo-Green-XLarge.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,5590031554,Stockfiller AB,,NARVAVÄGEN 12  2TR,115 22,STOCKHOLM,0180,Stockholm,,,1,5,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2015-12-22,2015-02-10,70100,Verksamheter som utövas av huvudkontor,,,2024,6,20 000 - 49 999 tkr,0735006494,hans@stockfiller.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,"Retail, Food & Farming",Operations,,"Ecosystem & Partners, Data"
1173,Repli5,startup,https://www.repli5.com/,"Computer vision training data - faster, cheaper, better. We accelerate the development of computer vision models, through generating relevant, realistic training data using Generative AI. Our mission is to simplify the development of computer vision models. To accelerate the adoption of smart factories, autonomous vehicles and advanced defense systems. To close the gap from one day to today. Specialties synthetic data, AI/ML, autonomous vehicles, autonomous, perception systems, 3D software, 3D tools, simulation, Computer Vision, and Generative AI",GÖTEBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/5190/repli5-logo.jpg,,,,1,my.ai.se,,85,2025-10-15 16:50:01,5591225734,Repli5 AB,,KUNGSGATAN 10 A,411 19,GÖTEBORG,1480,Göteborg,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2019-07-15,2017-08-29,62020,Datakonsultverksamhet,,,2024,3,1 000 - 4 999 tkr,,elliot.sparrow@repli5.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,"Automotive, Research, Defense, Food & Farming, Forestry & Wood, Manufacturing, Transportation & Logistics","Research & Development, Production, Engineering, Traffic & Infrastructure, Innovation",,"Technology, Data"
1174,Atea,supplier,https://www.atea.se,"Vi bygger Sverige med it Atea är den ledande leverantören av it i Norden och drivande inom informationsteknologi på den svenska marknaden.Vi finns nära din verksamhet på ett trettiotal orter, från Malmö i söder till Kiruna i norr och våra 1 000 konsulter stöttar dig och hela din organisation på er digitala resa. Inom AI är Atea en helhetsleverantör som kan hjälpa organisationer av alla storlekar kring deras behov av avancerad infrastruktur, utveckling av AI-modeller och tjänster kopplade till informationssäkerhet, lösningsdesign, logistik m.m. Vår målsättning är att bygga Sverige med it och tillsammans med partners inom AI Sweden's ekosystem bär vi ut AI till den stora massan och skapar stor bestående nytta för vårt samhälle.",KISTA,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1278/Atea.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,5564480282,Atea Sverige AB,,BOX 18,164 93,KISTA,0180,Stockholm,,,32,12,2000-2999 anställda,1,Är verksam,49,Övriga aktiebolag,1992-11-11,1992-09-02,62020,Datakonsultverksamhet,62010,Dataprogrammering,2024,12,> 9 999 999 tkr,084774700,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,Information Technology,"Sustainability / Ethics / CSR, IT & Software, Innovation",,"Usecases & Inspiration, Ecosystem & Partners, Execution, Competence & Expertise, Technology, Data"
1176,SiB Solutions AB,startup,https://www.sibsolutions.com,"SiB Solutions enables flawless logistics. Our Intelligent Video and AI Services provide superior visibility and visual insights to companies transacting valuable goods. Subscribe to improve efficiency, customer satisfaction, sustainability and financial performance. Visit www.sibsolutions.com to learn more. Seeing is Believing.",LUND,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1321/color@1.5x.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,5590976410,SIB Solutions AB,IDEON SCIENCE PARK,SCHEELEVÄGEN 15,223 70,LUND,1281,Lund,,,1,5,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2017-02-07,2017-01-24,62020,Datakonsultverksamhet,,,2024,5,10 000 - 19 999 tkr,0705784667,info@sibsolutions.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,Transportation & Logistics,Operations,,Technology
1177,Microsoft,corporation,https://www.microsoft.com/sv-se,"Microsofts uppdrag är att ge varje person och varje företag på planeten möjlighet att uppnå mer genom öppen och flexibel molnteknik. Företaget erbjuder produkter och tjänster som Microsoft 365, Copilot, Teams, Azure, Windows och Surface för både hem och företag. Microsoft Azure-plattformen möjliggör innovation, kostnadsbesparingar och ökad organisationseffektivitet genom cloud computing.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1352/microsoft.png,,,,1,my.ai.se,,50,2025-11-12 08:59:46,5562334804,Microsoft Aktiebolag,,BOX 3386,103 68,STOCKHOLM,0180,Stockholm,,,1,9,500-999 anställda,1,Är verksam,49,Övriga aktiebolag,1984-10-21,1983-05-14,62020,Datakonsultverksamhet,46510,Partihandel med datorer och kringutrustning samt programvara,2024,12,> 9 999 999 tkr,087525600,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,Information Technology,,,
1179,Dcipher Analytics,startup,https://www.dcipheranalytics.com,"Dcipher Analytics provides a complete end-to-end no-code toolbox that covers the text-analytics value-chain from data cleaning to model training and insight or knowledge work automation. All the generative AI or natural language understanding tools you need for any kind of project in one place. Dcipher's capabilities are delivered in three ways: as SaaS-based no-code analytics platform for development of tailored text analytics pipelines;; as tailored solutions for client specific use cases such as 360 Competitive Intelligence Platforms och 360 CX Platforms; via an appstore with pipelines and knowledge bots for general use cases. Dcipher's backend is tailored for handling unstructured and nested data, built on a proprietary query language, DQL. It contains dozens of proprietary operations, unique for Dcipher or significantly improved versions of open source solutions or solutions presented in recent cutting-edge research papers. With the unique backend and drag-n-drop approach, complex pipelines of operations are often build in hours instead of days, weeks or months, and reduces the time needed with 90-95% or more.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1379/Dcipher__SecondaryStacked__Color.jpg,,,,1,my.ai.se,,85,2025-10-15 16:50:01,5591699268,Dcipher Analytics AB,,VÄSTRA JÄRNVÄGSGATAN 3,111 64,STOCKHOLM,0180,Stockholm,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2018-11-27,2018-09-11,58290,Utgivning av annan programvara,,,2024,4,5 000 - 9 999 tkr,,mats.lindgren@dcipheranalytics.com,9,Är avregistrerad som arbetsgivare,1,Är registrerad för moms,N,Information Technology,"Research & Development, IT & Software, Innovation",,"Ecosystem & Partners, Competence & Expertise, Technology, Data"
1180,Uniquesec,startup,Https://www.uniquesec.com,"Uniquesec invented and developed first frequency domain automotive radar target simulator capable of emulation of multiple moving targets and environment for test and verification of automotive radars, ADAS systems and autonomous vehicles.",HOVÅS,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1385/7FD28D1C-83F5-4FAA-AD24-83A41405925A.jpeg,,,,1,my.ai.se,,75,2025-10-15 16:50:01,5569261513,UniqueSec AB,KASRA HAGHIGHI,HOVÅS SNÖBÄRSVÄG 2  LGH 201,436 54,HOVÅS,1480,Göteborg,,,1,2,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2013-05-07,2013-03-26,62020,Datakonsultverksamhet,,,2024,6,20 000 - 49 999 tkr,,Kasra.haghighi@uniquesec.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,Automotive,Research & Development,,Technology
