id,name,type,website,description,location_city,location_country,location_greater_stockholm,logo_url,owner,maturity,accepts_interns,is_swedish,source,metadata_source_url,data_quality_score,last_updated,has_scb_enrichment,organization_number,scb_company_name,co_address,post_address,post_code,post_city,municipality_code,municipality,county_code,county,num_workplaces,employee_size_code,employee_size,company_status_code,company_status,legal_form_code,legal_form,start_date,registration_date,industry_1_code,industry_1,industry_2_code,industry_2,revenue_year,revenue_size_code,revenue_size,phone,email,employer_status_code,employer_status,vat_status_code,vat_status,export_import,sectors,domains,ai_capabilities,dimensions
1129,Tenfifty,supplier,https://tenfifty.io,"Din oöverträffliga AI-partner. Tenfifty är din mycket erfarna data science-leverantör, när du behöver optimera eller automatisera din verksamhet. Vi har under mer än två decennier levererat skräddarsydda tjänster baserat på AI, data science och crawling. Dessa lösningar bygger vi baserat på text på olika språk, tal, bilder eller bara numerisk data.",GÖTEBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/51/53g6da1L4MROWhr9sRZCCnMce5lTMvO2OswDVrTS.png,,,,1,my.ai.se,,70,2025-10-15 16:50:01,1,5569761793,Tenfifty AB,,KRONHUSGATAN 7,411 05,GÖTEBORG,1480,Göteborg,,,1,5,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2014-09-16,2014-07-08,62020,Datakonsultverksamhet,62010,Dataprogrammering,2024,6,20 000 - 49 999 tkr,0761919291,anders.bjurstrom@tenfifty.io,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Information Technology,,,"Execution, Technology, Data"
1130,RISE,publicsector,https://www.ri.se/sv,,,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/52/vlDoP9YTeKQcQvtLD8OJrHp6dDLI77lZhUtSYtAU.png,,,,1,my.ai.se,,50,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Research & Development,,
1131,Centre for Distance-spanning Technologies,academia,https://www.ltu.se/centres/cdt?l=en,"From projects to business CDT is a research, design and innovation joint venture between the core partners Luleå University of Technology, and the IT industry. CDT offers an integrated environment of people, infrastructure, tools, processes and services for research, development and test of new and emerging distance-spanning technologies and its applications. A main mission of CDT is to run business innovation projects, i.e. projects which bring knowledge based innovation into sustainable new business. A CDT project starts when an idea (based on new knowledge from research) has been evaluated to have a significant business opportunity. The idea may be based on any combination or blend of new technology, identified needs, new business principle or emerging market opportunity. Are good business innovations driven by needs or emerging technology – arguments are eternal. At CDT we are fine whatever comes first. For certain, it is important that they both are present and can match! Towards new solutions During a CDT business innovation project, key assets are created such as architectures, new technology, methods as well as analysis of needs, market and usability aspects. If successful, the project final delivery is a product/service prototype and a business concept (perceived market, business model and suitable value chain). Normally, final delivery also includes IPR settlement with a ”commercial host” and other necessary preparations for a business exploitation process to ”take over”. PartnersCDT has two partners, Ericsson and Skellefteå municipality. YouTubeCDT has a YouTube channel what can be found here:https://www.youtube.com/channel/UC8Qt5Si4x-BR8K_OOMKsX3w/",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4788/logo_CDT_2022.jpg,,,,1,my.ai.se,,85,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Information Technology, Space, Telecommunications",Research & Development,,Competence & Expertise
1132,AI Agendan,network,https://www.ri.se/sv/ai-agendan,"Sverige har en god position för att både tillgodogöra sig och driva på AI-utveckling, och genom strategiska satsningar, samordning och samsyn kan samhällseffekten bli betydande. AI-agendan för Sverige presenterar förslag som syftar till att accelerera de positiva effekterna av AI-användningen i det svenska samhället på kort och lång sikt, samtidigt som riskerna minimeras utifrån visionen att Sverige skall vara ledande i att ta tillvara möjligheterna på ett ansvarsfullt, inkluderande, och hållbart sätt. Vi avser att kontinuerligt utveckla denna AI-agenda och fortsätta att bredda deltagandet.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/53/iTyz1kttnDt2BGE1AJS0M8HOMl2GsVbs97GpJWCY.png,RISE,,,1,my.ai.se,,80,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Usecases & Inspiration, Ecosystem & Partners, Competence & Expertise, Culture & Mindset, Technology, Vision & Strategy, Data"
1133,Skogsstyrelsen,publicsector,https://skogsstyrelsen.se,The Swedish Forest Agency is the national authority in charge of forest-related issues. Our main function is to promote the kind of management of Sweden's forests that enables the objectives of forest policy to be attained.,JÖNKÖPING,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/10/Skogsstyrelsen_logo_2rad.png,,,,1,my.ai.se,,70,2025-10-15 16:50:01,0,,,,,55183,JÖNKÖPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority & Agency,,,
1134,Smartr,supplier,https://smartr.se/,"Smartr is an agency specialized in Machine learning and advanced analytics. We create solutions that are sustainable, both for humans and for the planet.",GÖTEBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/116/smartr.png,,,,1,my.ai.se,,65,2025-10-15 16:50:01,1,5591694277,Smarter AI Sweden AB,,VALLGATAN 3,411 16,GÖTEBORG,1480,Göteborg,,,1,4,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2018-09-11,2018-09-04,62020,Datakonsultverksamhet,70220,Konsultverksamhet avseende företags organisation,2024,5,10 000 - 19 999 tkr,,jonas.sallander@smartr.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Information Technology,"Research & Development, Sustainability / Ethics / CSR, IT & Software",,"Technology, Vision & Strategy, Data"
1135,Viking Analytics,startup,https://vikinganalytics.se,"Viking Analytics enables companies and their domain specialists with AI-based predictive maintenance applications for various industrial assets. Our analytics software, MultiViz Vibration, allows industrial specialists to extract insights and value from vibration data.",LYSEKIL,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/189/VA_Logotype_noslogan_vertical_White_on_blue.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,1,5569071912,Viking Analytics AB,,LILLA KYRKOGATAN 22,453 30,LYSEKIL,1484,Lysekil,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2017-05-30,2012-10-23,63110,"Databehandling, hosting o.d.",,,2024,3,1 000 - 4 999 tkr,,stefan.lagerkvist@vikinganalytics.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,Manufacturing,"Operations, Production",,"Usecases & Inspiration, Ecosystem & Partners, Execution, Competence & Expertise, Culture & Mindset, Organization, Technology, Vision & Strategy, Data"
1136,Högskolan i Halmstad,academia,https://www.hh.se,"Högskolan i Halmstad rustar människor för framtiden genom att skapa värden, driva innovation och utveckla samhället. Ända sedan starten 1983 har verksamheten präglats av nytänkande. Högskolan är känd för sina populära verklighetsförankrade utbildningar och små studentgrupper. Forskningen är internationellt välrenommerad och bedrivs i tvärvetenskapliga innovations- och forskningsmiljöer. Högskolan deltar aktivt i samhälls­utvecklingen genom omfattande och uppmärksammad samverkan med både näringsliv och offentlig sektor.",HALMSTAD,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/277/Högskolan-i-Halmstad.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,0,,,,,30118,HALMSTAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,
1137,Layke Analytics,startup,https://laykeanalytics.com/,"Layke is an API solution for intelligent screening and matching. Trained on a large amount of data and built on advanced machine learning technology, our algorithm has the capacity to read, interpret and analyse documents like a human resource, but faster. In an ever-growing market, Layke supports recruiting companies to fill in positions faster and more efficiently based on clear and objective data. Our algorithm transforms a process where the unconscious human bias sometimes can’t be avoided and encourages a transparent, skill-based recruitment.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/328/Layke-logo.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information Technology,Human Resources,,"Usecases & Inspiration, Competence & Expertise, Culture & Mindset, Technology, Vision & Strategy"
1138,Codon,supplier,https://codon.se/,"Codon focuses on delivering machine learning and data science solutions to real business problems. Some of the applications we are working on currently are plant yield forecasting, individualized cancer therapy, transformer-based search and social media auto-moderation, but the list is ever-changing!",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/342/Codon-Consulting_logo.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Retail, Financial, Healthcare & Life Sciences, Information Technology, Municipality, Food & Farming, Telecommunications, Manufacturing","Research & Development, IT & Software, Operations",,"Usecases & Inspiration, Competence & Expertise, Culture & Mindset, Technology, Vision & Strategy, Data"
1139,Big Data Value Association,network,https://www.bdva.eu,"The Big Data Value Association – BDVA, (from 2021, DAIRO - Data, AI and Robotics aisbl), is an industry-driven international not–for-profit organisation with more than 230 members all over Europe and a well-balanced composition of large, small, and medium-sized industries as well as research and user organizations. BDVA/DAIRO focuses on enabling the digital transformation of the economy and society through Data and Artificial Intelligence by advancing in areas such as big data and AI technologies and services, data platforms and data spaces, Industrial AI, data-driven value creation, standardisation, and skills. BDVA/DAIRO has been the private side of the H2020 partnership Big Data Value cPPP, it is a private member of the EuroHPC JU and is also one of the founding members of the AI, Data and Robotics Partnership. BDVA/DAIRO is an open and inclusive community and is always eager to accept new members who share these ambitious objectives. The mission of the BDVA is to develop the Innovation Ecosystem that will enable the data and AI-driven digital transformation in Europe delivering maximum economic and societal benefit, and, achieving and sustaining Europe’s leadership on Big Data Value creation and Artificial Intelligence. BDVA is open to new members to further enrich the data value ecosystem and play an active role. These include Data Users, Data Providers, Data Technology Providers and Researchers. BDVA enables existing regional multi-partner cooperation, to collaborate at European level through the provision of tools and knowhow to support the co-creation, development and experimentation of pan-European data-driven applications and services, and know-how exchange.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/417/BDVA.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data
1141,The University of Texas at Austin McCombs School of Business,academia,https://www.mccombs.utexas.edu,"For 100 years, McCombs School of Business has been home to a diverse community of learners, scholars, and trailblazers at the forefront of transformation in business. The McCombs School of Business is a top-ranked business school welcoming the enterprising spirit of students everywhere. Whether you’re developing an app that will disrupt aerospace or you’re committed to activating community change - our curriculum complements the valuable skill sets you are bringing to our table Develop leadership and management skills across a range of competency areas through short, non-degree programs specifically designed for organizations and working professionals.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4786/23456646_10155701293771438_4787411338355202802_o.jpg,,,,1,my.ai.se,,80,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,
1142,Unbiased,startup,https://unbiased.ml,,GÖTEBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/478/Unbiased---Horizantal.jpg,,,,1,my.ai.se,,50,2025-10-15 16:50:01,1,5591758023,Unbiased AB,SUKESH KUMAR TEDLA,FRIDA HJERTBERGS GATA 12  A2-1101,412 81,GÖTEBORG,1480,Göteborg,,,1,1,0 anställda,1,Är verksam,49,Övriga aktiebolag,2018-11-13,2018-10-23,63110,"Databehandling, hosting o.d.",62020,Datakonsultverksamhet,2024,1,1 - 499 tkr,,sukeshtedla@unbaised.cc,0,Har aldrig varit registrerad som arbetsgivare,1,Är registrerad för moms,N,"Retail, Automotive, Information Technology, Manufacturing",,,"Usecases & Inspiration, Technology, Vision & Strategy, Data"
1143,Knowing Company,startup,https://knowingcompany.com,"We make a Basic Human, a conversational AI based on evolution of human mind.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/484/Knowing-Company-Logo.png,,,,1,my.ai.se,,60,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT & Software,,Technology
1144,Göteborgs Stad,publicsector,https://goteborg.se,"Omgivet av klippor, skogar, sjöar och havet i väster ligger Göteborg, Sveriges näst största stad med nära 560 000 invånare. Här finns det mesta du kan förvänta dig av en storstad – men med nära avstånd till allt. I Göteborgs Stad arbetar drygt 50,000 medarbetare inom stadsdelar, fackförvaltningar och kommunala bolag. Vårt gemensamma uppdrag är att skapa en bra vardag för boende, besökare och näringsliv och utveckla Göteborg till en hållbar stad, som är öppen för världen. Just nu händer det mycket i Göteborg! Staden växer kraftigt och förbereder sig för att kunna göra plats för ytterligare 150 000 fler göteborgare år 2035. En sådan förändring kräver att vi tänker hållbart. Vi strävar mot ett jämlikt Göteborg, där alla kan leva ett gott liv.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/574/gbg.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipality,,,
1145,Västra Götalandsregionen,publicsector,https://vgregion.se,"Västra Götalandsregionen ansvarar för hälso- och sjukvård, kultur, kollektivtrafik och regional utveckling i Västra Götaland. Västra Götalandsregionen arbetar för att du som bor i Västra Götaland har tillgång till god hälso- och sjukvård. Det gör vi bland annat genom sjukhus, vårdcentraler och Folktandvården. Vi ansvarar för att det finns kollektivtrafik i hela Västra Götaland och äger Västtrafik som ser till att du kan resa både med tåg, buss, spårvagn och båt. Du ska kunna ta del av musik, teater, dans, film, konst, historia och annan kulturoavsett var du bor. Därför stöttar Västra Götalandsregionen kulturlivet i Västra Götaland. Vi driver även egna kulturverksamheter som Göteborgsoperan, Göteborgs symfoniker, Regionteater Väst och flera museer. Västra Götalandsregionen ska också utveckla området Västra Götaland genom att bidra till att det finns utbildning, jobb och en bra fritid. Genom vårt miljö- och klimatarbete tar vi ansvar för att skapa en bättre miljö och bättre hälsa – för oss och kommande generationer.",VÄNERSBORG,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/578/VG_rgb.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,0,,,REGIONENS HUS,,46280,VÄNERSBORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Healthcare & Life Sciences, Education, Region",,,
1146,Conversy,startup,https://www.conversy.se/,Conversy is a technology and innovation consultancy enabling real value for our customers through speech technologies and voice biometrics. We provide cutting edge and custom solutions to a great variety of challenges by using our deep in-house knowledge as well as through tapping into our network of partners.,STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/616/Conversy-logo-black.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,1,5592774490,Conversy AB,,REGERINGSGATAN 88,111 39,STOCKHOLM,0180,Stockholm,,,1,3,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2021-02-08,2020-10-26,58290,Utgivning av annan programvara,62020,Datakonsultverksamhet,2024,3,1 000 - 4 999 tkr,,johan.classon@tendency.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,"Retail, Financial, Healthcare & Life Sciences, Media","Accounting & Finance, Research & Development, Legal & Compliance, Customer Service & Support, Marketing & Communications",,"Ecosystem & Partners, Competence & Expertise, Culture & Mindset, Technology, Data"
1147,Accenture,supplier,https://www.accenture.com/se-en,,STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/648/Accenture.png,,,,1,my.ai.se,,45,2025-10-15 16:50:01,1,5566080668,ACCENTURE AB,,BOX 12502,102 29,STOCKHOLM,0180,Stockholm,,,8,10,1000-1499 anställda,1,Är verksam,49,Övriga aktiebolag,2001-04-28,2001-03-16,70220,Konsultverksamhet avseende företags organisation,62020,Datakonsultverksamhet,2024,11,5 000 000 - 9 999 999 tkr,084513000,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J,,,,
1148,AI Lund,academia,https://www.ai.lu.se/start,"AI Lund is a network for understanding, explaining and improving education, research and collaboration around AI based on the scope of the university activities. Research on artificial intelligence and machine learning at Lund University is done at many departments at most faculties. AI Lund is an interdisciplinary open network for research, education and innovation in the field of Artificial Intelligence, coordinated by Lund University. You are welcome to contact AI Lund through any of the members of the coordination group here.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4783/Screen-Shot-2022-12-12-at-13.38.17.png,Lunds Universitet,,,1,my.ai.se,,85,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,
1149,Vinnova,publicsector,https://www.vinnova.se,,,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1274/Vinnova.png,,,,1,my.ai.se,,50,2025-10-15 16:50:01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority & Agency,,,
1150,Essity AB,corporation,https://www.essity.com/,"Essity is a leading global hygiene and health company. We are dedicated to improving well-being through our products and services. Sales are conducted in approximately 150 countries under the leading global brands TENA and Tork, and other strong brands, such as JOBST, Leukoplast, Libero, Libresse, Lotus, Nosotras, Saba, Tempo, Vinda and Zewa. Essity has about 46,000 employees. Net sales in 2020 amounted to approximately SEK 122bn (EUR 11.6bn). The company’s headquarters is located in Stockholm, Sweden, and Essity is listed on Nasdaq Stockholm. Essity breaks barriers to well-being and contributes to a healthy, sustainable and circular society.",STOCKHOLM,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/638/e304916c-e1fa-4b88-aadd-064b8feb08f3.jfif,,,,1,my.ai.se,,75,2025-10-15 16:50:01,1,5568931801,Cessity AB,,REGERINGSGATAN 70 F,111 39,STOCKHOLM,0180,Stockholm,,,1,2,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2012-09-19,2012-05-22,62020,Datakonsultverksamhet,70220,Konsultverksamhet avseende företags organisation,2024,3,1 000 - 4 999 tkr,,peter.caap@cessity.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N,,,,
1151,Strängnäs kommun,publicsector,https://www.strangnas.se/,,STRÄNGNÄS,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/640/Strängnäs-kommun.JPG,,,,1,my.ai.se,,45,2025-10-15 16:50:01,0,,,,,64531,STRÄNGNÄS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
